Die Bevölkerung in den kreisfreien Städten und Landkreisen am 31.12.2021 nach Alter und Geschlecht,,,,,,,,,,,Zurück zum Inhalt
AGS / Gebiet,Alter in Jahren,Insgesamt,,,Deutsche,,,Nichtdeutsche,,,
,,insgesamt,männlich,weiblich,insgesamt,männlich,weiblich,insgesamt,männlich,weiblich,
,15 bis unter 16,1135,615,520,1015,543,472,120,72,48,
,16 bis unter 17,1138,577,561,1033,519,514,105,58,47,
,17 bis unter 18,1180,579,601,1065,520,545,115,59,56,
,18 bis unter 19,1082,559,523,980,496,484,102,63,39,
,19 bis unter 20,1086,565,521,957,496,461,129,69,60,
,20 bis unter 21,1128,607,521,986,524,462,142,83,59,
,21 bis unter 22,1148,623,525,980,512,468,168,111,57,
,22 bis unter 23,1223,708,515,983,549,434,240,159,81,
,23 bis unter 24,1219,690,529,992,540,452,227,150,77,
,24 bis unter 25,1222,687,535,978,530,448,244,157,87,
,25 bis unter 26,1278,678,600,1010,531,479,268,147,121,
,26 bis unter 27,1221,661,560,939,490,449,282,171,111,
,27 bis unter 28,1269,681,588,987,503,484,282,178,104,
,28 bis unter 29,1205,635,570,917,473,444,288,162,126,
,29 bis unter 30,1296,716,580,1000,542,458,296,174,122,
,30 bis unter 31,1415,785,630,1097,589,508,318,196,122,
,31 bis unter 32,1438,771,667,1118,580,538,320,191,129,
,32 bis unter 33,1418,705,713,1137,551,586,281,154,127,
,33 bis unter 34,1471,784,687,1189,617,572,282,167,115,
,34 bis unter 35,1374,717,657,1094,552,542,280,165,115,
,35 bis unter 36,1407,749,658,1130,586,544,277,163,114,
,36 bis unter 37,1329,681,648,1078,548,530,251,133,118,
,37 bis unter 38,1348,698,650,1135,557,578,213,141,72,
,38 bis unter 39,1339,690,649,1125,568,557,214,122,92,
,39 bis unter 40,1322,682,640,1121,568,553,201,114,87,
,40 bis unter 41,1335,701,634,1160,612,548,175,89,86,
,41 bis unter 42,1400,738,662,1198,630,568,202,108,94,
,42 bis unter 43,1370,706,664,1157,588,569,213,118,95,
,43 bis unter 44,1308,665,643,1101,550,551,207,115,92,
,44 bis unter 45,1369,716,653,1151,581,570,218,135,83,
,45 bis unter 46,1359,678,681,1178,585,593,181,93,88,
,46 bis unter 47,1221,625,596,1033,529,504,188,96,92,
,47 bis unter 48,1418,730,688,1227,635,592,191,95,96,
,48 bis unter 49,1362,673,689,1172,578,594,190,95,95,
,49 bis unter 50,1571,801,770,1381,690,691,190,111,79,
,50 bis unter 51,1753,866,887,1591,782,809,162,84,78,
,51 bis unter 52,1801,885,916,1605,772,833,196,113,83,
,52 bis unter 53,1867,932,935,1700,845,855,167,87,80,
,53 bis unter 54,1942,1016,926,1790,925,865,152,91,61,
,54 bis unter 55,1984,1006,978,1818,923,895,166,83,83,
,55 bis unter 56,1978,1004,974,1834,928,906,144,76,68,
,56 bis unter 57,2002,988,1014,1884,926,958,118,62,56,
,57 bis unter 58,2219,1163,1056,2091,1079,1012,128,84,44,
,58 bis unter 59,2004,1007,997,1897,957,940,107,50,57,
,59 bis unter 60,1957,995,962,1851,939,912,106,56,50,
,60 bis unter 61,2049,976,1073,1944,927,1017,105,49,56,
,61 bis unter 62,1923,970,953,1833,919,914,90,51,39,
,62 bis unter 63,1906,946,960,1829,899,930,77,47,30,
,63 bis unter 64,1856,916,940,1781,881,900,75,35,40,
,64 bis unter 65,1706,897,809,1632,854,778,74,43,31,
,65 bis unter 66,1658,805,853,1588,774,814,70,31,39,
,66 bis unter 67,1625,778,847,1560,748,812,65,30,35,
,67 bis unter 68,1680,811,869,1638,793,845,42,18,24,
,68 bis unter 69,1533,713,820,1485,691,794,48,22,26,
,69 bis unter 70,1516,713,803,1481,693,788,35,20,15,
,70 bis unter 71,1493,720,773,1458,705,753,35,15,20,
,71 bis unter 72,1511,722,789,1458,696,762,53,26,27,
,72 bis unter 73,1338,655,683,1299,639,660,39,16,23,
,73 bis unter 74,1338,649,689,1294,624,670,44,25,19,
,74 bis unter 75,1249,605,644,1210,587,623,39,18,21,
,75 bis unter 76,1058,515,543,1015,495,520,43,20,23,
,76 bis unter 77,782,362,420,750,350,400,32,12,20,
,77 bis unter 78,1031,496,535,1005,483,522,26,13,13,
,78 bis unter 79,991,470,521,970,463,507,21,7,14,
,79 bis unter 80,931,418,513,909,406,503,22,12,10,
,80 bis unter 81,1115,496,619,1093,484,609,22,12,10,
,81 bis unter 82,1338,563,775,1313,549,764,25,14,11,
,82 bis unter 83,1186,491,695,1167,482,685,19,9,10,
,83 bis unter 84,1058,445,613,1038,438,600,20,7,13,
,84 bis unter 85,969,421,548,953,411,542,16,10,6,
,85 bis unter 86,826,346,480,817,342,475,9,4,5,
,86 bis unter 87,693,274,419,680,269,411,13,5,8,
,87 bis unter 88,554,192,362,546,188,358,8,4,4,
,88 bis unter 89,419,154,265,412,149,263,7,5,2,
,89 bis unter 90,352,123,229,346,119,227,6,4,2,
,90 bis unter 91,297,111,186,294,109,185,3,2,1,
,91 bis unter 92,272,97,175,265,96,169,7,1,6,
,92 bis unter 93,222,76,146,220,75,145,2,1,1,
,93 bis unter 94,173,63,110,169,62,107,4,1,3,
,94 bis unter 95,125,35,90,123,34,89,2,1,1,
,95 oder älter,265,65,200,254,63,191,11,2,9,
,Insgesamt,120163,60242,59921,107427,53145,54282,12736,7097,5639,
633,Unter 1,2125,1099,1026,1937,995,942,188,104,84,
Landkreis Kassel,  1 bis unter   2,2127,1123,1004,1936,1034,902,191,89,102,
,  2 bis unter   3,2111,1052,1059,1865,943,922,246,109,137,
,  3 bis unter   4,2125,1076,1049,1898,959,939,227,117,110,
,  4 bis unter   5,2279,1195,1084,2040,1069,971,239,126,113,
,  5 bis unter   6,2185,1114,1071,1951,997,954,234,117,117,
,  6 bis unter   7,2143,1131,1012,1918,1034,884,225,97,128,
,  7 bis unter   8,2090,1115,975,1867,992,875,223,123,100,
,  8 bis unter   9,2020,1047,973,1780,917,863,240,130,110,
,  9 bis unter 10,2070,1110,960,1860,1002,858,210,108,102,
,10 bis unter 11,2045,1029,1016,1804,909,895,241,120,121,
,11 bis unter 12,2085,1121,964,1875,1000,875,210,121,89,
,12 bis unter 13,2032,1039,993,1830,929,901,202,110,92,
,13 bis unter 14,2059,1061,998,1873,967,906,186,94,92,
,14 bis unter 15,2126,1055,1071,1930,952,978,196,103,93,
,15 bis unter 16,2036,1011,1025,1852,911,941,184,100,84,
,16 bis unter 17,2149,1101,1048,1954,1001,953,195,100,95,
,17 bis unter 18,2122,1057,1065,1937,964,973,185,93,92,
,18 bis unter 19,2110,1061,1049,1939,979,960,171,82,89,
,19 bis unter 20,2161,1154,1007,2004,1063,941,157,91,66,
,20 bis unter 21,2188,1164,1024,1990,1042,948,198,122,76,
,21 bis unter 22,2164,1207,957,1947,1104,843,217,103,114,
,22 bis unter 23,2168,1150,1018,1893,988,905,275,162,113,
,23 bis unter 24,2088,1084,1004,1819,929,890,269,155,114,
,24 bis unter 25,2297,1268,1029,1918,1035,883,379,233,146,
,25 bis unter 26,2196,1195,1001,1874,1007,867,322,188,134,
,26 bis unter 27,2249,1183,1066,1887,975,912,362,208,154,
,27 bis unter 28,2179,1134,1045,1835,935,900,344,199,145,
,28 bis unter 29,2386,1251,1135,2022,1044,978,364,207,157,
,29 bis unter 30,2375,1189,1186,2022,999,1023,353,190,163,
,30 bis unter 31,2493,1303,1190,2131,1100,1031,362,203,159,
,31 bis unter 32,2721,1360,1361,2313,1138,1175,408,222,186,
,32 bis unter 33,2620,1338,1282,2229,1110,1119,391,228,163,
,33 bis unter 34,2819,1426,1393,2426,1216,1210,393,210,183,
,34 bis unter 35,2767,1406,1361,2362,1194,1168,405,212,193,
,35 bis unter 36,2694,1394,1300,2344,1197,1147,350,197,153,
,36 bis unter 37,2616,1296,1320,2265,1109,1156,351,187,164,
,37 bis unter 38,2694,1361,1333,2352,1170,1182,342,191,151,
,38 bis unter 39,2732,1376,1356,2345,1177,1168,387,199,188,
,39 bis unter 40,2681,1345,1336,2351,1177,1174,330,168,162,
,40 bis unter 41,2743,1348,1395,2417,1197,1220,326,151,175,
,41 bis unter 42,2768,1340,1428,2389,1149,1240,379,191,188,
,42 bis unter 43,2543,1226,1317,2230,1079,1151,313,147,166,
,43 bis unter 44,2596,1281,1315,2273,1117,1156,323,164,159,
,44 bis unter 45,2640,1268,1372,2329,1108,1221,311,160,151,
,45 bis unter 46,2734,1324,1410,2416,1171,1245,318,153,165,
,46 bis unter 47,2597,1291,1306,2287,1135,1152,310,156,154,
,47 bis unter 48,2754,1365,1389,2367,1154,1213,387,211,176,
,48 bis unter 49,2777,1371,1406,2487,1228,1259,290,143,147,
,49 bis unter 50,3029,1522,1507,2721,1359,1362,308,163,145,
,50 bis unter 51,3406,1683,1723,3117,1515,1602,289,168,121,
,51 bis unter 52,3496,1726,1770,3191,1568,1623,305,158,147,
,52 bis unter 53,3937,1934,2003,3675,1793,1882,262,141,121,
,53 bis unter 54,4079,2004,2075,3822,1872,1950,257,132,125,
,54 bis unter 55,4118,2082,2036,3904,1968,1936,214,114,100,
,55 bis unter 56,4222,2072,2150,3997,1962,2035,225,110,115,
,56 bis unter 57,4281,2125,2156,4069,2009,2060,212,116,96,
,57 bis unter 58,4206,2112,2094,4013,2021,1992,193,91,102,
,58 bis unter 59,4076,2031,2045,3892,1935,1957,184,96,88,
,59 bis unter 60,4158,2048,2110,3997,1976,2021,161,72,89,
,60 bis unter 61,3973,1931,2042,3843,1879,1964,130,52,78,
,61 bis unter 62,3790,1844,1946,3623,1759,1864,167,85,82,
,62 bis unter 63,3767,1862,1905,3631,1796,1835,136,66,70,
,63 bis unter 64,3515,1725,1790,3390,1659,1731,125,66,59,
,64 bis unter 65,3487,1731,1756,3377,1673,1704,110,58,52,
,65 bis unter 66,3291,1568,1723,3179,1516,1663,112,52,60,
,66 bis unter 67,3137,1534,1603,3030,1488,1542,107,46,61,
,67 bis unter 68,3120,1514,1606,3008,1471,1537,112,43,69,
,68 bis unter 69,2926,1413,1513,2835,1377,1458,91,36,55,
,69 bis unter 70,3025,1427,1598,2934,1388,1546,91,39,52,
,70 bis unter 71,3011,1435,1576,2918,1394,1524,93,41,52,
,71 bis unter 72,3019,1393,1626,2913,1354,1559,106,39,67,
,72 bis unter 73,2998,1458,1540,2904,1411,1493,94,47,47,
,73 bis unter 74,2755,1255,1500,2661,1211,1450,94,44,50,
,74 bis unter 75,2621,1220,1401,2538,1175,1363,83,45,38,
,75 bis unter 76,2212,990,1222,2132,951,1181,80,39,41,
,76 bis unter 77,1609,754,855,1546,722,824,63,32,31,
,77 bis unter 78,2306,1106,1200,2245,1074,1171,61,32,29,
,78 bis unter 79,2281,1051,1230,2215,1018,1197,66,33,33,
,79 bis unter 80,2119,959,1160,2065,925,1140,54,34,20,
,80 bis unter 81,2569,1159,1410,2516,1135,1381,53,24,29,
,81 bis unter 82,2692,1179,1513,2643,1154,1489,49,25,24,
,82 bis unter 83,2396,1046,1350,2365,1030,1335,31,16,15,
,83 bis unter 84,2162,960,1202,2129,948,1181,33,12,21,
,84 bis unter 85,1848,775,1073,1828,766,1062,20,9,11,
,85 bis unter 86,1530,625,905,1510,615,895,20,10,10,
,86 bis unter 87,1339,505,834,1323,498,825,16,7,9,
,87 bis unter 88,1166,420,746,1152,413,739,14,7,7,
,88 bis unter 89,764,261,503,748,253,495,16,8,8,
,89 bis unter 90,668,234,434,652,227,425,16,7,9,
,90 bis unter 91,619,202,417,614,199,415,5,3,2,
,91 bis unter 92,565,196,369,556,190,366,9,6,3,
,92 bis unter 93,410,125,285,408,125,283,2,0,2,
,93 bis unter 94,323,91,232,321,90,231,2,1,1,
,94 bis unter 95,210,61,149,208,61,147,2,0,2,
,95 oder älter,558,109,449,546,105,441,12,4,8,
,Insgesamt,237268,116452,120816,218474,106629,111845,18794,9823,8971,
634,Unter 1,1514,823,691,1326,735,591,188,88,100,
Schwalm-Eder-Kreis,  1 bis unter   2,1547,821,726,1376,730,646,171,91,80,
,  2 bis unter   3,1495,783,712,1323,701,622,172,82,90,
,  3 bis unter   4,1520,762,758,1323,664,659,197,98,99,
,  4 bis unter   5,1676,856,820,1467,751,716,209,105,104,
,  5 bis unter   6,1609,841,768,1410,720,690,199,121,78,
,  6 bis unter   7,1659,853,806,1440,736,704,219,117,102,
,  7 bis unter   8,1571,764,807,1382,674,708,189,90,99,
,  8 bis unter   9,1600,799,801,1401,697,704,199,102,97,
,  9 bis unter 10,1577,807,770,1369,709,660,208,98,110,
,10 bis unter 11,1564,799,765,1390,710,680,174,89,85,
,11 bis unter 12,1652,855,797,1455,755,700,197,100,97,
,12 bis unter 13,1538,798,740,1362,706,656,176,92,84,
,13 bis unter 14,1591,795,796,1419,716,703,172,79,93,
,14 bis unter 15,1599,854,745,1446,776,670,153,78,75,
,15 bis unter 16,1586,825,761,1465,755,710,121,70,51,
,16 bis unter 17,1652,854,798,1532,787,745,120,67,53,
,17 bis unter 18,1686,897,789,1544,823,721,142,74,68,
,18 bis unter 19,1627,864,763,1494,781,713,133,83,50,
,19 bis unter 20,1717,893,824,1543,796,747,174,97,77,
,20 bis unter 21,1661,923,738,1462,806,656,199,117,82,
,21 bis unter 22,1810,978,832,1574,829,745,236,149,87,
,22 bis unter 23,1699,954,745,1456,805,651,243,149,94,
,23 bis unter 24,1735,958,777,1477,805,672,258,153,105,
,24 bis unter 25,1931,1055,876,1611,837,774,320,218,102,
,25 bis unter 26,1732,969,763,1462,790,672,270,179,91,
,26 bis unter 27,1834,1002,832,1546,837,709,288,165,123,
,27 bis unter 28,1756,950,806,1472,788,684,284,162,122,
,28 bis unter 29,2003,1088,915,1672,883,789,331,205,126,
,29 bis unter 30,1944,1031,913,1629,862,767,315,169,146,
,30 bis unter 31,1978,1055,923,1728,921,807,250,134,116,
,31 bis unter 32,2159,1138,1021,1818,929,889,341,209,132,
,32 bis unter 33,2110,1085,1025,1800,923,877,310,162,148,
,33 bis unter 34,2122,1175,947,1823,989,834,299,186,113,
,34 bis unter 35,2241,1169,1072,1944,1017,927,297,152,145,
,35 bis unter 36,2125,1089,1036,1810,922,888,315,167,148,
,36 bis unter 37,2011,1057,954,1752,916,836,259,141,118,
,37 bis unter 38,2118,1117,1001,1846,959,887,272,158,114,
,38 bis unter 39,2033,1043,990,1770,907,863,263,136,127,
,39 bis unter 40,2109,1075,1034,1865,952,913,244,123,121,
,40 bis unter 41,2169,1120,1049,1907,984,923,262,136,126,
,41 bis unter 42,2176,1143,1033,1880,980,900,296,163,133,
,42 bis unter 43,2058,1053,1005,1819,929,890,239,124,115,
,43 bis unter 44,2036,1027,1009,1808,910,898,228,117,111,
,44 bis unter 45,1946,992,954,1680,836,844,266,156,110,
,45 bis unter 46,2126,1047,1079,1889,919,970,237,128,109,
,46 bis unter 47,2083,1056,1027,1814,919,895,269,137,132,
,47 bis unter 48,2031,1025,1006,1792,894,898,239,131,108,
,48 bis unter 49,2163,1071,1092,1932,950,982,231,121,110,
,49 bis unter 50,2364,1198,1166,2124,1079,1045,240,119,121,
,50 bis unter 51,2487,1260,1227,2253,1129,1124,234,131,103,
,51 bis unter 52,2820,1395,1425,2586,1283,1303,234,112,122,
,52 bis unter 53,2970,1474,1496,2782,1376,1406,188,98,90,
,53 bis unter 54,2929,1482,1447,2749,1381,1368,180,101,79,
,54 bis unter 55,3135,1661,1474,2944,1552,1392,191,109,82,
,55 bis unter 56,3226,1601,1625,3023,1479,1544,203,122,81,
,56 bis unter 57,3092,1536,1556,2940,1460,1480,152,76,76,
,57 bis unter 58,3191,1633,1558,3034,1547,1487,157,86,71,
,58 bis unter 59,3222,1621,1601,3060,1531,1529,162,90,72,
,59 bis unter 60,3244,1644,1600,3104,1568,1536,140,76,64,
,60 bis unter 61,3112,1575,1537,3004,1515,1489,108,60,48,
,61 bis unter 62,2987,1552,1435,2878,1490,1388,109,62,47,
,62 bis unter 63,2898,1447,1451,2803,1399,1404,95,48,47,
,63 bis unter 64,2788,1372,1416,2698,1329,1369,90,43,47,
,64 bis unter 65,2662,1297,1365,2566,1248,1318,96,49,47,
,65 bis unter 66,2575,1291,1284,2491,1254,1237,84,37,47,
,66 bis unter 67,2419,1195,1224,2339,1154,1185,80,41,39,
,67 bis unter 68,2311,1152,1159,2237,1112,1125,74,40,34,
,68 bis unter 69,2311,1148,1163,2242,1126,1116,69,22,47,
,69 bis unter 70,2307,1096,1211,2256,1072,1184,51,24,27,
,70 bis unter 71,2206,1060,1146,2157,1036,1121,49,24,25,
,71 bis unter 72,2138,1002,1136,2082,984,1098,56,18,38,
,72 bis unter 73,2128,1023,1105,2078,1001,1077,50,22,28,
,73 bis unter 74,2063,1058,1005,2018,1038,980,45,20,25,
,74 bis unter 75,1855,905,950,1805,879,926,50,26,24,
,75 bis unter 76,1449,709,740,1405,690,715,44,19,25,
,76 bis unter 77,1086,529,557,1060,515,545,26,14,12,
,77 bis unter 78,1498,696,802,1458,677,781,40,19,21,
,78 bis unter 79,1456,665,791,1427,651,776,29,14,15,
,79 bis unter 80,1317,598,719,1287,586,701,30,12,18,
,80 bis unter 81,1561,687,874,1535,673,862,26,14,12,
,81 bis unter 82,1807,750,1057,1786,741,1045,21,9,12,
,82 bis unter 83,1761,754,1007,1743,743,1000,18,11,7,
,83 bis unter 84,1538,643,895,1515,632,883,23,11,12,
,84 bis unter 85,1269,515,754,1253,508,745,16,7,9,
,85 bis unter 86,1167,485,682,1149,477,672,18,8,10,
,86 bis unter 87,969,376,593,963,375,588,6,1,5,
,87 bis unter 88,775,309,466,766,304,462,9,5,4,
,88 bis unter 89,570,196,374,560,192,368,10,4,6,
,89 bis unter 90,551,152,399,542,149,393,9,3,6,
,90 bis unter 91,437,131,306,436,131,305,1,0,1,
,91 bis unter 92,398,124,274,396,123,273,2,1,1,
,92 bis unter 93,287,72,215,286,71,215,1,1,0,
,93 bis unter 94,250,72,178,247,70,177,3,2,1,
,94 bis unter 95,167,39,128,164,37,127,3,2,1,
,95 oder älter,420,88,332,414,87,327,6,1,5,
,Insgesamt,180052,90256,89796,165150,82174,82976,14902,8082,6820,
635,Unter 1,1320,670,650,1159,578,581,161,92,69,
Landkreis Waldeck-Frankenberg,  1 bis unter   2,1325,667,658,1152,579,573,173,88,85,
,  2 bis unter   3,1371,696,675,1216,619,597,155,77,78,
,  3 bis unter   4,1365,699,666,1204,617,587,161,82,79,
,  4 bis unter   5,1448,764,684,1274,669,605,174,95,79,
,  5 bis unter   6,1478,758,720,1311,681,630,167,77,90,
,  6 bis unter   7,1403,732,671,1204,630,574,199,102,97,
,  7 bis unter   8,1394,726,668,1184,627,557,210,99,111,
,  8 bis unter   9,1369,675,694,1204,597,607,165,78,87,
,  9 bis unter 10,1418,738,680,1241,638,603,177,100,77,
,10 bis unter 11,1356,709,647,1173,612,561,183,97,86,
,11 bis unter 12,1375,688,687,1208,600,608,167,88,79,
,12 bis unter 13,1451,749,702,1287,655,632,164,94,70,
,13 bis unter 14,1471,744,727,1279,629,650,192,115,77,
,14 bis unter 15,1466,745,721,1343,678,665,123,67,56,
,15 bis unter 16,1470,792,678,1316,703,613,154,89,65,
,16 bis unter 17,1423,745,678,1300,685,615,123,60,63,
,17 bis unter 18,1525,794,731,1409,734,675,116,60,56,
,18 bis unter 19,1594,815,779,1439,730,709,155,85,70,
,19 bis unter 20,1527,808,719,1364,713,651,163,95,68,
,20 bis unter 21,1533,837,696,1354,739,615,179,98,81,
,21 bis unter 22,1566,829,737,1361,710,651,205,119,86,
,22 bis unter 23,1548,886,662,1275,689,586,273,197,76,
,23 bis unter 24,1611,899,712,1336,729,607,275,170,105,
,24 bis unter 25,1695,967,728,1360,736,624,335,231,104,
,25 bis unter 26,1670,938,732,1378,748,630,292,190,102,
,26 bis unter 27,1656,898,758,1300,679,621,356,219,137,
,27 bis unter 28,1678,923,755,1366,735,631,312,188,124,
,28 bis unter 29,1685,914,771,1397,746,651,288,168,120,
,29 bis unter 30,1633,889,744,1346,729,617,287,160,127,
,30 bis unter 31,1807,994,813,1480,793,687,327,201,126,
,31 bis unter 32,1845,972,873,1518,803,715,327,169,158,
,32 bis unter 33,1756,976,780,1432,797,635,324,179,145,
,33 bis unter 34,1762,935,827,1448,752,696,314,183,131,
,34 bis unter 35,1785,928,857,1500,767,733,285,161,124,
,35 bis unter 36,1740,940,800,1462,778,684,278,162,116,
,36 bis unter 37,1707,904,803,1442,756,686,265,148,117,
,37 bis unter 38,1818,899,919,1547,765,782,271,134,137,
,38 bis unter 39,1694,862,832,1457,741,716,237,121,116,
,39 bis unter 40,1743,920,823,1493,787,706,250,133,117,
,40 bis unter 41,1762,877,885,1481,742,739,281,135,146,
,41 bis unter 42,1754,942,812,1506,794,712,248,148,100,
,42 bis unter 43,1725,831,894,1488,696,792,237,135,102,
,43 bis unter 44,1766,826,940,1522,697,825,244,129,115,
,44 bis unter 45,1704,844,860,1498,738,760,206,106,100,
,45 bis unter 46,1776,855,921,1562,751,811,214,104,110,
,46 bis unter 47,1671,854,817,1478,755,723,193,99,94,
,47 bis unter 48,1778,892,886,1570,783,787,208,109,99,
,48 bis unter 49,1826,886,940,1591,775,816,235,111,124,
,49 bis unter 50,1964,965,999,1731,835,896,233,130,103,
,50 bis unter 51,2151,1014,1137,1935,910,1025,216,104,112,
,51 bis unter 52,2325,1131,1194,2128,1025,1103,197,106,91,
,52 bis unter 53,2477,1244,1233,2272,1133,1139,205,111,94,
,53 bis unter 54,2707,1377,1330,2515,1283,1232,192,94,98,
,54 bis unter 55,2649,1333,1316,2495,1250,1245,154,83,71,
,55 bis unter 56,2695,1366,1329,2524,1272,1252,171,94,77,
,56 bis unter 57,2779,1385,1394,2610,1297,1313,169,88,81,
,57 bis unter 58,2872,1455,1417,2704,1367,1337,168,88,80,
,58 bis unter 59,2889,1445,1444,2724,1357,1367,165,88,77,
,59 bis unter 60,2805,1412,1393,2678,1345,1333,127,67,60,
,60 bis unter 61,2686,1360,1326,2550,1286,1264,136,74,62,
,61 bis unter 62,2637,1308,1329,2510,1234,1276,127,74,53,
,62 bis unter 63,2558,1297,1261,2448,1237,1211,110,60,50,
,63 bis unter 64,2417,1180,1237,2313,1128,1185,104,52,52,
,64 bis unter 65,2240,1085,1155,2142,1030,1112,98,55,43,
,65 bis unter 66,2233,1118,1115,2145,1069,1076,88,49,39,
,66 bis unter 67,2166,1048,1118,2064,998,1066,102,50,52,
,67 bis unter 68,2090,1032,1058,2010,995,1015,80,37,43,
,68 bis unter 69,1913,923,990,1860,902,958,53,21,32,
,69 bis unter 70,1918,955,963,1843,915,928,75,40,35,
,70 bis unter 71,1866,901,965,1790,864,926,76,37,39,
,71 bis unter 72,1900,901,999,1827,865,962,73,36,37,
,72 bis unter 73,1848,919,929,1778,885,893,70,34,36,
,73 bis unter 74,1613,781,832,1554,751,803,59,30,29,
,74 bis unter 75,1503,701,802,1440,665,775,63,36,27,
,75 bis unter 76,1277,623,654,1222,591,631,55,32,23,
,76 bis unter 77,884,402,482,836,376,460,48,26,22,
,77 bis unter 78,1332,585,747,1288,564,724,44,21,23,
,78 bis unter 79,1267,554,713,1232,536,696,35,18,17,
,79 bis unter 80,1190,543,647,1150,521,629,40,22,18,
,80 bis unter 81,1469,645,824,1437,631,806,32,14,18,
,81 bis unter 82,1604,703,901,1577,686,891,27,17,10,
,82 bis unter 83,1529,657,872,1490,640,850,39,17,22,
,83 bis unter 84,1302,531,771,1281,520,761,21,11,10,
,84 bis unter 85,1190,485,705,1169,478,691,21,7,14,
,85 bis unter 86,1071,433,638,1057,423,634,14,10,4,
,86 bis unter 87,884,334,550,867,327,540,17,7,10,
,87 bis unter 88,692,258,434,681,254,427,11,4,7,
,88 bis unter 89,524,185,339,515,183,332,9,2,7,
,89 bis unter 90,432,159,273,428,157,271,4,2,2,
,90 bis unter 91,406,125,281,402,123,279,4,2,2,
,91 bis unter 92,365,107,258,359,107,252,6,0,6,
,92 bis unter 93,258,65,193,256,64,192,2,1,1,
,93 bis unter 94,204,60,144,202,59,143,2,1,1,
,94 bis unter 95,146,47,99,143,45,98,3,2,1,
,95 oder älter,343,70,273,334,68,266,9,2,7,
,Insgesamt,156513,78038,78475,141731,69935,71796,14782,8103,6679,
636,Unter 1,824,445,379,736,402,334,88,43,45,
Werra-Meißner-Kreis,  1 bis unter   2,780,432,348,682,377,305,98,55,43,
,  2 bis unter   3,833,432,401,738,386,352,95,46,49,
,  3 bis unter   4,896,483,413,789,429,360,107,54,53,
,  4 bis unter   5,850,464,386,723,386,337,127,78,49,
,  5 bis unter   6,826,438,388,726,380,346,100,58,42,
,  6 bis unter   7,827,457,370,707,384,323,120,73,47,
,  7 bis unter   8,811,412,399,713,360,353,98,52,46,
,  8 bis unter   9,843,408,435,733,349,384,110,59,51,
,  9 bis unter 10,776,392,384,685,342,343,91,50,41,
,10 bis unter 11,799,414,385,701,359,342,98,55,43,
,11 bis unter 12,841,434,407,757,384,373,84,50,34,
,12 bis unter 13,849,427,422,763,385,378,86,42,44,
,13 bis unter 14,819,402,417,737,361,376,82,41,41,
,14 bis unter 15,812,429,383,730,378,352,82,51,31,
,15 bis unter 16,805,400,405,724,350,374,81,50,31,
,16 bis unter 17,837,436,401,767,392,375,70,44,26,
,17 bis unter 18,983,500,483,914,461,453,69,39,30,
,18 bis unter 19,886,447,439,826,412,414,60,35,25,
,19 bis unter 20,903,504,399,829,458,371,74,46,28,
,20 bis unter 21,863,454,409,784,403,381,79,51,28,
,21 bis unter 22,955,541,414,847,465,382,108,76,32,
,22 bis unter 23,1035,614,421,818,451,367,217,163,54,
,23 bis unter 24,1110,605,505,877,442,435,233,163,70,
,24 bis unter 25,1074,583,491,824,412,412,250,171,79,
,25 bis unter 26,1023,566,457,823,434,389,200,132,68,
,26 bis unter 27,1084,602,482,889,483,406,195,119,76,
,27 bis unter 28,1060,556,504,857,434,423,203,122,81,
,28 bis unter 29,995,559,436,812,452,360,183,107,76,
,29 bis unter 30,1021,540,481,861,444,417,160,96,64,
,30 bis unter 31,1064,542,522,891,442,449,173,100,73,
,31 bis unter 32,1162,606,556,982,507,475,180,99,81,
,32 bis unter 33,1086,578,508,917,482,435,169,96,73,
,33 bis unter 34,1155,598,557,985,502,483,170,96,74,
,34 bis unter 35,1164,585,579,1001,503,498,163,82,81,
,35 bis unter 36,1058,530,528,902,440,462,156,90,66,
,36 bis unter 37,1086,594,492,951,507,444,135,87,48,
,37 bis unter 38,1096,556,540,970,503,467,126,53,73,
,38 bis unter 39,1082,537,545,960,466,494,122,71,51,
,39 bis unter 40,1104,536,568,997,489,508,107,47,60,
,40 bis unter 41,1025,519,506,892,439,453,133,80,53,
,41 bis unter 42,1067,554,513,940,483,457,127,71,56,
,42 bis unter 43,1067,531,536,951,470,481,116,61,55,
,43 bis unter 44,1030,516,514,909,444,465,121,72,49,
,44 bis unter 45,1054,541,513,955,490,465,99,51,48,
,45 bis unter 46,1043,512,531,921,444,477,122,68,54,
,46 bis unter 47,1011,487,524,901,433,468,110,54,56,
,47 bis unter 48,1066,519,547,941,456,485,125,63,62,
,48 bis unter 49,1105,524,581,1001,472,529,104,52,52,
,49 bis unter 50,1236,636,600,1147,581,566,89,55,34,
,50 bis unter 51,1445,701,744,1348,654,694,97,47,50,
,51 bis unter 52,1474,725,749,1371,677,694,103,48,55,
,52 bis unter 53,1628,781,847,1512,718,794,116,63,53,
,53 bis unter 54,1610,792,818,1510,744,766,100,48,52,
,54 bis unter 55,1681,840,841,1620,800,820,61,40,21,
,55 bis unter 56,1668,837,831,1596,794,802,72,43,29,
,56 bis unter 57,1719,844,875,1650,807,843,69,37,32,
,57 bis unter 58,1738,884,854,1674,849,825,64,35,29,
,58 bis unter 59,1832,902,930,1764,870,894,68,32,36,
